chord_name,chord_notes,chord_root,chord_span,chord_lower_pole,chord_upper_pole,chord_mass_center,tension_note,tension_position,new_span,tension_type
Gbbaug4,"Gbb, Cb, F",Gbb,6,"Cb, Gbb","Gbb, Cb",Cb,Gb,#1,6,T4
Gbbaug4,"Gbb, Cb, F",Gbb,6,"Cb, Gbb","Gbb, Cb",Cb,Db,#5,6,T1
Gbbaug4,"Gbb, Cb, F",Gbb,6,"Cb, Gbb","Gbb, Cb",Cb,Ab,#2,6,T1
Gbbaug4,"Gbb, Cb, F",Gbb,6,"Cb, Gbb","Gbb, Cb",Cb,Eb,#6,6,T1
Gbbaug4,"Gbb, Cb, F",Gbb,6,"Cb, Gbb","Gbb, Cb",Cb,Bb,#3,6,T1
Gbbaug4,"Gbb, Cb, F",Gbb,6,"Cb, Gbb","Gbb, Cb",Cb,F,#7,6,T0
Gbbaug4,"Gbb, Cb, F",Gbb,6,"Cb, Gbb","Gbb, Cb",Cb,C,##4,6,T4
Gbbaug4,"Gbb, Cb, F",Gbb,6,"Cb, Gbb","Gbb, Cb",Cb,G,##1,6,T4
Gbbaug4,"Gbb, Cb, F",Gbb,6,"Cb, Gbb","Gbb, Cb",Cb,D,##5,6,T1
Gbbaug4,"Gbb, Cb, F",Gbb,6,"Cb, Gbb","Gbb, Cb",Cb,A,##2,6,T1
Gbbaug4,"Gbb, Cb, F",Gbb,6,"Cb, Gbb","Gbb, Cb",Cb,E,##6,6,T1
Gbbaug4,"Gbb, Cb, F",Gbb,6,"Cb, Gbb","Gbb, Cb",Cb,B,##3,6,T0
Gbbaug4,"Gbb, Cb, F",Gbb,6,"Cb, Gbb","Gbb, Cb",Cb,F#,##7,6,T4
Gbbaug4,"Gbb, Cb, F",Gbb,6,"Cb, Gbb","Gbb, Cb",Cb,C#,###4,6,T4
Gbbaug4,"Gbb, Cb, F",Gbb,6,"Cb, Gbb","Gbb, Cb",Cb,G#,###1,6,T4
Gbbaug4,"Gbb, Cb, F",Gbb,6,"Cb, Gbb","Gbb, Cb",Cb,D#,###5,6,T1
Gbbaug4,"Gbb, Cb, F",Gbb,6,"Cb, Gbb","Gbb, Cb",Cb,A#,###2,6,T1
Dbbaug4,"Dbb, Gb, C",Dbb,6,"Gb, Dbb","Dbb, Gb",Gb,Gb,#4,6,T0
Dbbaug4,"Dbb, Gb, C",Dbb,6,"Gb, Dbb","Dbb, Gb",Gb,Db,#1,6,T4
Dbbaug4,"Dbb, Gb, C",Dbb,6,"Gb, Dbb","Dbb, Gb",Gb,Ab,#5,6,T1
Dbbaug4,"Dbb, Gb, C",Dbb,6,"Gb, Dbb","Dbb, Gb",Gb,Eb,#2,6,T1
Dbbaug4,"Dbb, Gb, C",Dbb,6,"Gb, Dbb","Dbb, Gb",Gb,Bb,#6,6,T1
Dbbaug4,"Dbb, Gb, C",Dbb,6,"Gb, Dbb","Dbb, Gb",Gb,F,#3,6,T1
Dbbaug4,"Dbb, Gb, C",Dbb,6,"Gb, Dbb","Dbb, Gb",Gb,C,#7,6,T0
Dbbaug4,"Dbb, Gb, C",Dbb,6,"Gb, Dbb","Dbb, Gb",Gb,G,##4,6,T4
Dbbaug4,"Dbb, Gb, C",Dbb,6,"Gb, Dbb","Dbb, Gb",Gb,D,##1,6,T4
Dbbaug4,"Dbb, Gb, C",Dbb,6,"Gb, Dbb","Dbb, Gb",Gb,A,##5,6,T1
Dbbaug4,"Dbb, Gb, C",Dbb,6,"Gb, Dbb","Dbb, Gb",Gb,E,##2,6,T1
Dbbaug4,"Dbb, Gb, C",Dbb,6,"Gb, Dbb","Dbb, Gb",Gb,B,##6,6,T1
Dbbaug4,"Dbb, Gb, C",Dbb,6,"Gb, Dbb","Dbb, Gb",Gb,F#,##3,6,T0
Dbbaug4,"Dbb, Gb, C",Dbb,6,"Gb, Dbb","Dbb, Gb",Gb,C#,##7,6,T4
Dbbaug4,"Dbb, Gb, C",Dbb,6,"Gb, Dbb","Dbb, Gb",Gb,G#,###4,6,T4
Dbbaug4,"Dbb, Gb, C",Dbb,6,"Gb, Dbb","Dbb, Gb",Gb,D#,###1,6,T4
Dbbaug4,"Dbb, Gb, C",Dbb,6,"Gb, Dbb","Dbb, Gb",Gb,A#,###5,6,T1
Abbaug4,"Abb, Db, G",Abb,6,"Db, Abb","Abb, Db",Db,Gb,7,6,T4
Abbaug4,"Abb, Db, G",Abb,6,"Db, Abb","Abb, Db",Db,Db,#4,6,T0
Abbaug4,"Abb, Db, G",Abb,6,"Db, Abb","Abb, Db",Db,Ab,#1,6,T4
Abbaug4,"Abb, Db, G",Abb,6,"Db, Abb","Abb, Db",Db,Eb,#5,6,T1
Abbaug4,"Abb, Db, G",Abb,6,"Db, Abb","Abb, Db",Db,Bb,#2,6,T1
Abbaug4,"Abb, Db, G",Abb,6,"Db, Abb","Abb, Db",Db,F,#6,6,T1
Abbaug4,"Abb, Db, G",Abb,6,"Db, Abb","Abb, Db",Db,C,#3,6,T1
Abbaug4,"Abb, Db, G",Abb,6,"Db, Abb","Abb, Db",Db,G,#7,6,T0
Abbaug4,"Abb, Db, G",Abb,6,"Db, Abb","Abb, Db",Db,D,##4,6,T4
Abbaug4,"Abb, Db, G",Abb,6,"Db, Abb","Abb, Db",Db,A,##1,6,T4
Abbaug4,"Abb, Db, G",Abb,6,"Db, Abb","Abb, Db",Db,E,##5,6,T1
Abbaug4,"Abb, Db, G",Abb,6,"Db, Abb","Abb, Db",Db,B,##2,6,T1
Abbaug4,"Abb, Db, G",Abb,6,"Db, Abb","Abb, Db",Db,F#,##6,6,T1
Abbaug4,"Abb, Db, G",Abb,6,"Db, Abb","Abb, Db",Db,C#,##3,6,T0
Abbaug4,"Abb, Db, G",Abb,6,"Db, Abb","Abb, Db",Db,G#,##7,6,T4
Abbaug4,"Abb, Db, G",Abb,6,"Db, Abb","Abb, Db",Db,D#,###4,6,T4
Abbaug4,"Abb, Db, G",Abb,6,"Db, Abb","Abb, Db",Db,A#,###1,6,T4
Ebbaug4,"Ebb, Ab, D",Ebb,6,"Ab, Ebb","Ebb, Ab",Ab,Gb,3,6,T1
Ebbaug4,"Ebb, Ab, D",Ebb,6,"Ab, Ebb","Ebb, Ab",Ab,Db,7,6,T4
Ebbaug4,"Ebb, Ab, D",Ebb,6,"Ab, Ebb","Ebb, Ab",Ab,Ab,#4,6,T0
Ebbaug4,"Ebb, Ab, D",Ebb,6,"Ab, Ebb","Ebb, Ab",Ab,Eb,#1,6,T4
Ebbaug4,"Ebb, Ab, D",Ebb,6,"Ab, Ebb","Ebb, Ab",Ab,Bb,#5,6,T1
Ebbaug4,"Ebb, Ab, D",Ebb,6,"Ab, Ebb","Ebb, Ab",Ab,F,#2,6,T1
Ebbaug4,"Ebb, Ab, D",Ebb,6,"Ab, Ebb","Ebb, Ab",Ab,C,#6,6,T1
Ebbaug4,"Ebb, Ab, D",Ebb,6,"Ab, Ebb","Ebb, Ab",Ab,G,#3,6,T1
Ebbaug4,"Ebb, Ab, D",Ebb,6,"Ab, Ebb","Ebb, Ab",Ab,D,#7,6,T0
Ebbaug4,"Ebb, Ab, D",Ebb,6,"Ab, Ebb","Ebb, Ab",Ab,A,##4,6,T4
Ebbaug4,"Ebb, Ab, D",Ebb,6,"Ab, Ebb","Ebb, Ab",Ab,E,##1,6,T4
Ebbaug4,"Ebb, Ab, D",Ebb,6,"Ab, Ebb","Ebb, Ab",Ab,B,##5,6,T1
Ebbaug4,"Ebb, Ab, D",Ebb,6,"Ab, Ebb","Ebb, Ab",Ab,F#,##2,6,T1
Ebbaug4,"Ebb, Ab, D",Ebb,6,"Ab, Ebb","Ebb, Ab",Ab,C#,##6,6,T1
Ebbaug4,"Ebb, Ab, D",Ebb,6,"Ab, Ebb","Ebb, Ab",Ab,G#,##3,6,T0
Ebbaug4,"Ebb, Ab, D",Ebb,6,"Ab, Ebb","Ebb, Ab",Ab,D#,##7,6,T4
Ebbaug4,"Ebb, Ab, D",Ebb,6,"Ab, Ebb","Ebb, Ab",Ab,A#,###4,6,T4
Bbbaug4,"Bbb, Eb, A",Bbb,6,"Eb, Bbb","Bbb, Eb",Eb,Gb,6,6,T1
Bbbaug4,"Bbb, Eb, A",Bbb,6,"Eb, Bbb","Bbb, Eb",Eb,Db,3,6,T1
Bbbaug4,"Bbb, Eb, A",Bbb,6,"Eb, Bbb","Bbb, Eb",Eb,Ab,7,6,T4
Bbbaug4,"Bbb, Eb, A",Bbb,6,"Eb, Bbb","Bbb, Eb",Eb,Eb,#4,6,T0
Bbbaug4,"Bbb, Eb, A",Bbb,6,"Eb, Bbb","Bbb, Eb",Eb,Bb,#1,6,T4
Bbbaug4,"Bbb, Eb, A",Bbb,6,"Eb, Bbb","Bbb, Eb",Eb,F,#5,6,T1
Bbbaug4,"Bbb, Eb, A",Bbb,6,"Eb, Bbb","Bbb, Eb",Eb,C,#2,6,T1
Bbbaug4,"Bbb, Eb, A",Bbb,6,"Eb, Bbb","Bbb, Eb",Eb,G,#6,6,T1
Bbbaug4,"Bbb, Eb, A",Bbb,6,"Eb, Bbb","Bbb, Eb",Eb,D,#3,6,T1
Bbbaug4,"Bbb, Eb, A",Bbb,6,"Eb, Bbb","Bbb, Eb",Eb,A,#7,6,T0
Bbbaug4,"Bbb, Eb, A",Bbb,6,"Eb, Bbb","Bbb, Eb",Eb,E,##4,6,T4
Bbbaug4,"Bbb, Eb, A",Bbb,6,"Eb, Bbb","Bbb, Eb",Eb,B,##1,6,T4
Bbbaug4,"Bbb, Eb, A",Bbb,6,"Eb, Bbb","Bbb, Eb",Eb,F#,##5,6,T1
Bbbaug4,"Bbb, Eb, A",Bbb,6,"Eb, Bbb","Bbb, Eb",Eb,C#,##2,6,T1
Bbbaug4,"Bbb, Eb, A",Bbb,6,"Eb, Bbb","Bbb, Eb",Eb,G#,##6,6,T1
Bbbaug4,"Bbb, Eb, A",Bbb,6,"Eb, Bbb","Bbb, Eb",Eb,D#,##3,6,T0
Bbbaug4,"Bbb, Eb, A",Bbb,6,"Eb, Bbb","Bbb, Eb",Eb,A#,##7,6,T4
Fbaug4,"Fb, Bb, E",Fb,6,"Bb, Fb","Fb, Bb",Bb,Gb,2,6,T1
Fbaug4,"Fb, Bb, E",Fb,6,"Bb, Fb","Fb, Bb",Bb,Db,6,6,T1
Fbaug4,"Fb, Bb, E",Fb,6,"Bb, Fb","Fb, Bb",Bb,Ab,3,6,T1
Fbaug4,"Fb, Bb, E",Fb,6,"Bb, Fb","Fb, Bb",Bb,Eb,7,6,T4
Fbaug4,"Fb, Bb, E",Fb,6,"Bb, Fb","Fb, Bb",Bb,Bb,#4,6,T0
Fbaug4,"Fb, Bb, E",Fb,6,"Bb, Fb","Fb, Bb",Bb,F,#1,6,T4
Fbaug4,"Fb, Bb, E",Fb,6,"Bb, Fb","Fb, Bb",Bb,C,#5,6,T1
Fbaug4,"Fb, Bb, E",Fb,6,"Bb, Fb","Fb, Bb",Bb,G,#2,6,T1
Fbaug4,"Fb, Bb, E",Fb,6,"Bb, Fb","Fb, Bb",Bb,D,#6,6,T1
Fbaug4,"Fb, Bb, E",Fb,6,"Bb, Fb","Fb, Bb",Bb,A,#3,6,T1
Fbaug4,"Fb, Bb, E",Fb,6,"Bb, Fb","Fb, Bb",Bb,E,#7,6,T0
Fbaug4,"Fb, Bb, E",Fb,6,"Bb, Fb","Fb, Bb",Bb,B,##4,6,T4
Fbaug4,"Fb, Bb, E",Fb,6,"Bb, Fb","Fb, Bb",Bb,F#,##1,6,T4
Fbaug4,"Fb, Bb, E",Fb,6,"Bb, Fb","Fb, Bb",Bb,C#,##5,6,T1
Fbaug4,"Fb, Bb, E",Fb,6,"Bb, Fb","Fb, Bb",Bb,G#,##2,6,T1
Fbaug4,"Fb, Bb, E",Fb,6,"Bb, Fb","Fb, Bb",Bb,D#,##6,6,T1
Fbaug4,"Fb, Bb, E",Fb,6,"Bb, Fb","Fb, Bb",Bb,A#,##3,6,T0
Cbaug4,"Cb, F, B",Cb,6,"Cb, F","F, Cb",F,Gb,5,6,T1
Cbaug4,"Cb, F, B",Cb,6,"Cb, F","F, Cb",F,Db,2,6,T1
Cbaug4,"Cb, F, B",Cb,6,"Cb, F","F, Cb",F,Ab,6,6,T1
Cbaug4,"Cb, F, B",Cb,6,"Cb, F","F, Cb",F,Eb,3,6,T1
Cbaug4,"Cb, F, B",Cb,6,"Cb, F","F, Cb",F,Bb,7,6,T4
Cbaug4,"Cb, F, B",Cb,6,"Cb, F","F, Cb",F,F,#4,6,T0
Cbaug4,"Cb, F, B",Cb,6,"Cb, F","F, Cb",F,C,#1,6,T4
Cbaug4,"Cb, F, B",Cb,6,"Cb, F","F, Cb",F,G,#5,6,T1
Cbaug4,"Cb, F, B",Cb,6,"Cb, F","F, Cb",F,D,#2,6,T1
Cbaug4,"Cb, F, B",Cb,6,"Cb, F","F, Cb",F,A,#6,6,T1
Cbaug4,"Cb, F, B",Cb,6,"Cb, F","F, Cb",F,E,#3,6,T1
Cbaug4,"Cb, F, B",Cb,6,"Cb, F","F, Cb",F,B,#7,6,T0
Cbaug4,"Cb, F, B",Cb,6,"Cb, F","F, Cb",F,F#,##4,6,T4
Cbaug4,"Cb, F, B",Cb,6,"Cb, F","F, Cb",F,C#,##1,6,T4
Cbaug4,"Cb, F, B",Cb,6,"Cb, F","F, Cb",F,G#,##5,6,T1
Cbaug4,"Cb, F, B",Cb,6,"Cb, F","F, Cb",F,D#,##2,6,T1
Cbaug4,"Cb, F, B",Cb,6,"Cb, F","F, Cb",F,A#,##6,6,T1
Gbaug4,"Gb, C, F#",Gb,6,"Gb, C","C, Gb",C,Gb,R,6,T0
Gbaug4,"Gb, C, F#",Gb,6,"Gb, C","C, Gb",C,Db,5,6,T1
Gbaug4,"Gb, C, F#",Gb,6,"Gb, C","C, Gb",C,Ab,2,6,T1
Gbaug4,"Gb, C, F#",Gb,6,"Gb, C","C, Gb",C,Eb,6,6,T1
Gbaug4,"Gb, C, F#",Gb,6,"Gb, C","C, Gb",C,Bb,3,6,T1
Gbaug4,"Gb, C, F#",Gb,6,"Gb, C","C, Gb",C,F,7,6,T4
Gbaug4,"Gb, C, F#",Gb,6,"Gb, C","C, Gb",C,C,#4,6,T0
Gbaug4,"Gb, C, F#",Gb,6,"Gb, C","C, Gb",C,G,#1,6,T4
Gbaug4,"Gb, C, F#",Gb,6,"Gb, C","C, Gb",C,D,#5,6,T1
Gbaug4,"Gb, C, F#",Gb,6,"Gb, C","C, Gb",C,A,#2,6,T1
Gbaug4,"Gb, C, F#",Gb,6,"Gb, C","C, Gb",C,E,#6,6,T1
Gbaug4,"Gb, C, F#",Gb,6,"Gb, C","C, Gb",C,B,#3,6,T1
Gbaug4,"Gb, C, F#",Gb,6,"Gb, C","C, Gb",C,F#,#7,6,T0
Gbaug4,"Gb, C, F#",Gb,6,"Gb, C","C, Gb",C,C#,##4,6,T4
Gbaug4,"Gb, C, F#",Gb,6,"Gb, C","C, Gb",C,G#,##1,6,T4
Gbaug4,"Gb, C, F#",Gb,6,"Gb, C","C, Gb",C,D#,##5,6,T1
Gbaug4,"Gb, C, F#",Gb,6,"Gb, C","C, Gb",C,A#,##2,6,T1
Dbaug4,"Db, G, C#",Db,6,"Db, G","G, Db",G,Gb,4,6,T4
Dbaug4,"Db, G, C#",Db,6,"Db, G","G, Db",G,Db,R,6,T0
Dbaug4,"Db, G, C#",Db,6,"Db, G","G, Db",G,Ab,5,6,T1
Dbaug4,"Db, G, C#",Db,6,"Db, G","G, Db",G,Eb,2,6,T1
Dbaug4,"Db, G, C#",Db,6,"Db, G","G, Db",G,Bb,6,6,T1
Dbaug4,"Db, G, C#",Db,6,"Db, G","G, Db",G,F,3,6,T1
Dbaug4,"Db, G, C#",Db,6,"Db, G","G, Db",G,C,7,6,T4
Dbaug4,"Db, G, C#",Db,6,"Db, G","G, Db",G,G,#4,6,T0
Dbaug4,"Db, G, C#",Db,6,"Db, G","G, Db",G,D,#1,6,T4
Dbaug4,"Db, G, C#",Db,6,"Db, G","G, Db",G,A,#5,6,T1
Dbaug4,"Db, G, C#",Db,6,"Db, G","G, Db",G,E,#2,6,T1
Dbaug4,"Db, G, C#",Db,6,"Db, G","G, Db",G,B,#6,6,T1
Dbaug4,"Db, G, C#",Db,6,"Db, G","G, Db",G,F#,#3,6,T1
Dbaug4,"Db, G, C#",Db,6,"Db, G","G, Db",G,C#,#7,6,T0
Dbaug4,"Db, G, C#",Db,6,"Db, G","G, Db",G,G#,##4,6,T4
Dbaug4,"Db, G, C#",Db,6,"Db, G","G, Db",G,D#,##1,6,T4
Dbaug4,"Db, G, C#",Db,6,"Db, G","G, Db",G,A#,##5,6,T1
Abaug4,"Ab, D, G#",Ab,6,"Ab, D","D, Ab",D,Gb,b7,6,T4
Abaug4,"Ab, D, G#",Ab,6,"Ab, D","D, Ab",D,Db,4,6,T4
Abaug4,"Ab, D, G#",Ab,6,"Ab, D","D, Ab",D,Ab,R,6,T0
Abaug4,"Ab, D, G#",Ab,6,"Ab, D","D, Ab",D,Eb,5,6,T1
Abaug4,"Ab, D, G#",Ab,6,"Ab, D","D, Ab",D,Bb,2,6,T1
Abaug4,"Ab, D, G#",Ab,6,"Ab, D","D, Ab",D,F,6,6,T1
Abaug4,"Ab, D, G#",Ab,6,"Ab, D","D, Ab",D,C,3,6,T1
Abaug4,"Ab, D, G#",Ab,6,"Ab, D","D, Ab",D,G,7,6,T4
Abaug4,"Ab, D, G#",Ab,6,"Ab, D","D, Ab",D,D,#4,6,T0
Abaug4,"Ab, D, G#",Ab,6,"Ab, D","D, Ab",D,A,#1,6,T4
Abaug4,"Ab, D, G#",Ab,6,"Ab, D","D, Ab",D,E,#5,6,T1
Abaug4,"Ab, D, G#",Ab,6,"Ab, D","D, Ab",D,B,#2,6,T1
Abaug4,"Ab, D, G#",Ab,6,"Ab, D","D, Ab",D,F#,#6,6,T1
Abaug4,"Ab, D, G#",Ab,6,"Ab, D","D, Ab",D,C#,#3,6,T1
Abaug4,"Ab, D, G#",Ab,6,"Ab, D","D, Ab",D,G#,#7,6,T0
Abaug4,"Ab, D, G#",Ab,6,"Ab, D","D, Ab",D,D#,##4,6,T4
Abaug4,"Ab, D, G#",Ab,6,"Ab, D","D, Ab",D,A#,##1,6,T4
Ebaug4,"Eb, A, D#",Eb,6,"Eb, A","A, Eb",A,Gb,b3,6,T1
Ebaug4,"Eb, A, D#",Eb,6,"Eb, A","A, Eb",A,Db,b7,6,T4
Ebaug4,"Eb, A, D#",Eb,6,"Eb, A","A, Eb",A,Ab,4,6,T4
Ebaug4,"Eb, A, D#",Eb,6,"Eb, A","A, Eb",A,Eb,R,6,T0
Ebaug4,"Eb, A, D#",Eb,6,"Eb, A","A, Eb",A,Bb,5,6,T1
Ebaug4,"Eb, A, D#",Eb,6,"Eb, A","A, Eb",A,F,2,6,T1
Ebaug4,"Eb, A, D#",Eb,6,"Eb, A","A, Eb",A,C,6,6,T1
Ebaug4,"Eb, A, D#",Eb,6,"Eb, A","A, Eb",A,G,3,6,T1
Ebaug4,"Eb, A, D#",Eb,6,"Eb, A","A, Eb",A,D,7,6,T4
Ebaug4,"Eb, A, D#",Eb,6,"Eb, A","A, Eb",A,A,#4,6,T0
Ebaug4,"Eb, A, D#",Eb,6,"Eb, A","A, Eb",A,E,#1,6,T4
Ebaug4,"Eb, A, D#",Eb,6,"Eb, A","A, Eb",A,B,#5,6,T1
Ebaug4,"Eb, A, D#",Eb,6,"Eb, A","A, Eb",A,F#,#2,6,T1
Ebaug4,"Eb, A, D#",Eb,6,"Eb, A","A, Eb",A,C#,#6,6,T1
Ebaug4,"Eb, A, D#",Eb,6,"Eb, A","A, Eb",A,G#,#3,6,T1
Ebaug4,"Eb, A, D#",Eb,6,"Eb, A","A, Eb",A,D#,#7,6,T0
Ebaug4,"Eb, A, D#",Eb,6,"Eb, A","A, Eb",A,A#,##4,6,T4
Bbaug4,"Bb, E, A#",Bb,6,"Bb, E","E, Bb",E,Gb,b6,6,T1
Bbaug4,"Bb, E, A#",Bb,6,"Bb, E","E, Bb",E,Db,b3,6,T1
Bbaug4,"Bb, E, A#",Bb,6,"Bb, E","E, Bb",E,Ab,b7,6,T4
Bbaug4,"Bb, E, A#",Bb,6,"Bb, E","E, Bb",E,Eb,4,6,T4
Bbaug4,"Bb, E, A#",Bb,6,"Bb, E","E, Bb",E,Bb,R,6,T0
Bbaug4,"Bb, E, A#",Bb,6,"Bb, E","E, Bb",E,F,5,6,T1
Bbaug4,"Bb, E, A#",Bb,6,"Bb, E","E, Bb",E,C,2,6,T1
Bbaug4,"Bb, E, A#",Bb,6,"Bb, E","E, Bb",E,G,6,6,T1
Bbaug4,"Bb, E, A#",Bb,6,"Bb, E","E, Bb",E,D,3,6,T1
Bbaug4,"Bb, E, A#",Bb,6,"Bb, E","E, Bb",E,A,7,6,T4
Bbaug4,"Bb, E, A#",Bb,6,"Bb, E","E, Bb",E,E,#4,6,T0
Bbaug4,"Bb, E, A#",Bb,6,"Bb, E","E, Bb",E,B,#1,6,T4
Bbaug4,"Bb, E, A#",Bb,6,"Bb, E","E, Bb",E,F#,#5,6,T1
Bbaug4,"Bb, E, A#",Bb,6,"Bb, E","E, Bb",E,C#,#2,6,T1
Bbaug4,"Bb, E, A#",Bb,6,"Bb, E","E, Bb",E,G#,#6,6,T1
Bbaug4,"Bb, E, A#",Bb,6,"Bb, E","E, Bb",E,D#,#3,6,T1
Bbaug4,"Bb, E, A#",Bb,6,"Bb, E","E, Bb",E,A#,#7,6,T0
Faug4,"F, B, E#",F,6,"B, F","F, B",B,Gb,b2,6,T1
Faug4,"F, B, E#",F,6,"B, F","F, B",B,Db,b6,6,T1
Faug4,"F, B, E#",F,6,"B, F","F, B",B,Ab,b3,6,T1
Faug4,"F, B, E#",F,6,"B, F","F, B",B,Eb,b7,6,T4
Faug4,"F, B, E#",F,6,"B, F","F, B",B,Bb,4,6,T4
Faug4,"F, B, E#",F,6,"B, F","F, B",B,F,R,6,T0
Faug4,"F, B, E#",F,6,"B, F","F, B",B,C,5,6,T1
Faug4,"F, B, E#",F,6,"B, F","F, B",B,G,2,6,T1
Faug4,"F, B, E#",F,6,"B, F","F, B",B,D,6,6,T1
Faug4,"F, B, E#",F,6,"B, F","F, B",B,A,3,6,T1
Faug4,"F, B, E#",F,6,"B, F","F, B",B,E,7,6,T4
Faug4,"F, B, E#",F,6,"B, F","F, B",B,B,#4,6,T0
Faug4,"F, B, E#",F,6,"B, F","F, B",B,F#,#1,6,T4
Faug4,"F, B, E#",F,6,"B, F","F, B",B,C#,#5,6,T1
Faug4,"F, B, E#",F,6,"B, F","F, B",B,G#,#2,6,T1
Faug4,"F, B, E#",F,6,"B, F","F, B",B,D#,#6,6,T1
Faug4,"F, B, E#",F,6,"B, F","F, B",B,A#,#3,6,T1
Caug4,"C, F#, B#",C,6,"F#, C","C, F#",F#,Gb,b5,6,T0
Caug4,"C, F#, B#",C,6,"F#, C","C, F#",F#,Db,b2,6,T1
Caug4,"C, F#, B#",C,6,"F#, C","C, F#",F#,Ab,b6,6,T1
Caug4,"C, F#, B#",C,6,"F#, C","C, F#",F#,Eb,b3,6,T1
Caug4,"C, F#, B#",C,6,"F#, C","C, F#",F#,Bb,b7,6,T4
Caug4,"C, F#, B#",C,6,"F#, C","C, F#",F#,F,4,6,T4
Caug4,"C, F#, B#",C,6,"F#, C","C, F#",F#,C,R,6,T0
Caug4,"C, F#, B#",C,6,"F#, C","C, F#",F#,G,5,6,T1
Caug4,"C, F#, B#",C,6,"F#, C","C, F#",F#,D,2,6,T1
Caug4,"C, F#, B#",C,6,"F#, C","C, F#",F#,A,6,6,T1
Caug4,"C, F#, B#",C,6,"F#, C","C, F#",F#,E,3,6,T1
Caug4,"C, F#, B#",C,6,"F#, C","C, F#",F#,B,7,6,T4
Caug4,"C, F#, B#",C,6,"F#, C","C, F#",F#,F#,#4,6,T0
Caug4,"C, F#, B#",C,6,"F#, C","C, F#",F#,C#,#1,6,T4
Caug4,"C, F#, B#",C,6,"F#, C","C, F#",F#,G#,#5,6,T1
Caug4,"C, F#, B#",C,6,"F#, C","C, F#",F#,D#,#2,6,T1
Caug4,"C, F#, B#",C,6,"F#, C","C, F#",F#,A#,#6,6,T1
Gaug4,"G, C#, F##",G,6,"C#, G","G, C#",C#,Gb,b1,6,T4
Gaug4,"G, C#, F##",G,6,"C#, G","G, C#",C#,Db,b5,6,T0
Gaug4,"G, C#, F##",G,6,"C#, G","G, C#",C#,Ab,b2,6,T1
Gaug4,"G, C#, F##",G,6,"C#, G","G, C#",C#,Eb,b6,6,T1
Gaug4,"G, C#, F##",G,6,"C#, G","G, C#",C#,Bb,b3,6,T1
Gaug4,"G, C#, F##",G,6,"C#, G","G, C#",C#,F,b7,6,T4
Gaug4,"G, C#, F##",G,6,"C#, G","G, C#",C#,C,4,6,T4
Gaug4,"G, C#, F##",G,6,"C#, G","G, C#",C#,G,R,6,T0
Gaug4,"G, C#, F##",G,6,"C#, G","G, C#",C#,D,5,6,T1
Gaug4,"G, C#, F##",G,6,"C#, G","G, C#",C#,A,2,6,T1
Gaug4,"G, C#, F##",G,6,"C#, G","G, C#",C#,E,6,6,T1
Gaug4,"G, C#, F##",G,6,"C#, G","G, C#",C#,B,3,6,T1
Gaug4,"G, C#, F##",G,6,"C#, G","G, C#",C#,F#,7,6,T4
Gaug4,"G, C#, F##",G,6,"C#, G","G, C#",C#,C#,#4,6,T0
Gaug4,"G, C#, F##",G,6,"C#, G","G, C#",C#,G#,#1,6,T4
Gaug4,"G, C#, F##",G,6,"C#, G","G, C#",C#,D#,#5,6,T1
Gaug4,"G, C#, F##",G,6,"C#, G","G, C#",C#,A#,#2,6,T1
Daug4,"D, G#, C##",D,6,"G#, D","D, G#",G#,Gb,b4,6,T4
Daug4,"D, G#, C##",D,6,"G#, D","D, G#",G#,Db,b1,6,T4
Daug4,"D, G#, C##",D,6,"G#, D","D, G#",G#,Ab,b5,6,T0
Daug4,"D, G#, C##",D,6,"G#, D","D, G#",G#,Eb,b2,6,T1
Daug4,"D, G#, C##",D,6,"G#, D","D, G#",G#,Bb,b6,6,T1
Daug4,"D, G#, C##",D,6,"G#, D","D, G#",G#,F,b3,6,T1
Daug4,"D, G#, C##",D,6,"G#, D","D, G#",G#,C,b7,6,T4
Daug4,"D, G#, C##",D,6,"G#, D","D, G#",G#,G,4,6,T4
Daug4,"D, G#, C##",D,6,"G#, D","D, G#",G#,D,R,6,T0
Daug4,"D, G#, C##",D,6,"G#, D","D, G#",G#,A,5,6,T1
Daug4,"D, G#, C##",D,6,"G#, D","D, G#",G#,E,2,6,T1
Daug4,"D, G#, C##",D,6,"G#, D","D, G#",G#,B,6,6,T1
Daug4,"D, G#, C##",D,6,"G#, D","D, G#",G#,F#,3,6,T1
Daug4,"D, G#, C##",D,6,"G#, D","D, G#",G#,C#,7,6,T4
Daug4,"D, G#, C##",D,6,"G#, D","D, G#",G#,G#,#4,6,T0
Daug4,"D, G#, C##",D,6,"G#, D","D, G#",G#,D#,#1,6,T4
Daug4,"D, G#, C##",D,6,"G#, D","D, G#",G#,A#,#5,6,T1
Aaug4,"A, D#, G##",A,6,"D#, A","A, D#",D#,Gb,bb7,6,T4
Aaug4,"A, D#, G##",A,6,"D#, A","A, D#",D#,Db,b4,6,T4
Aaug4,"A, D#, G##",A,6,"D#, A","A, D#",D#,Ab,b1,6,T4
Aaug4,"A, D#, G##",A,6,"D#, A","A, D#",D#,Eb,b5,6,T0
Aaug4,"A, D#, G##",A,6,"D#, A","A, D#",D#,Bb,b2,6,T1
Aaug4,"A, D#, G##",A,6,"D#, A","A, D#",D#,F,b6,6,T1
